"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling","weighted.JAN_DB","weighted.FEB_DB","weighted.MAR_DB","weighted.APR_DB","weighted.MAY_DB","weighted.JUN_DB","weighted.JUL_DB","weighted.AUG_DB","weighted.SEP_DB","weighted.OCT_DB","weighted.NOV_DB","weighted.DEC_DB","weighted.JAN_WB","weighted.FEB_WB","weighted.MAR_WB","weighted.APR_WB","weighted.MAY_WB","weighted.JUN_WB","weighted.JUL_WB","weighted.AUG_WB","weighted.SEP_WB","weighted.OCT_WB","weighted.NOV_WB","weighted.DEC_WB","weighted.JAN_WS","weighted.FEB_WS","weighted.MAR_WS","weighted.APR_WS","weighted.MAY_WS","weighted.JUN_WS","weighted.JUL_WS","weighted.AUG_WS","weighted.SEP_WS","weighted.OCT_WS","weighted.NOV_WS","weighted.DEC_WS","Latitude","Longitude","State","County","JanWT_pred","FebWT_pred","MarWT_pred","AprWT_pred","MayWT_pred","JunWT_pred","JulWT_pred","AugWT_pred","SepWT_pred","OctWT_pred","NovWT_pred","DecWT_pred"
728,126171,700456,646156,208021,379339,545495,504083,127743,68599,0,12,0,100,"tower",6,5,14,18,22,26,27,26,23,17,14,14,3,2,10,15,18,22,23,22,19,14,11,11,6,8,6,6,5,4,4,5,5,5,6,5,33.4622,-84.8986,"GA","Coweta",8.025599238,7.3128196,12.48371983,18.01994445,21.42705434,24.4802087,26.12459018,26.63055732,24.38289381,19.48091274,15.36685634,13.28179454
772,76661,115824,132031,124929,137963,144458,127755,66716,89230,131122,132466,169246,100,"tower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,2590779,2114388,2495192,1874894,2522157,2334682,2530628,2647911,1196064,2259716,1523946,3007605,100,"tower",0,-3,7,15,20,25,26,25,23,15,10,7,-2,-5,4,11,16,21,22,20,18,11,7,5,8,9,7,9,8,7,6,5,6,8,8,9,39.0586,-89.4031,"IL","Montgomery",6.334936079,4.677169157,9.99735639,17.70517753,22.96236266,28.48094834,30.49386918,31.4626104,27.24350883,19.76348526,18.28508713,15.22766401
891,1111511,1273694,1308657,1150411,852710,1090068,1496810,1276657,845232,0,624614,995927,100,"tower",-3,-7,5,13,18,22,24,23,22,14,8,5,-4,-8,2,9,15,20,21,19,17,10,6,4,9,9,9,10,9,8,6,6,7,9,11,11,40.2797,-90.08,"IL","Mason",1.926064059,1.668454434,5.721716787,13.90028218,19.14927157,22.82007441,25.16837605,25.92898635,23.97904867,15.97830376,10.39968516,6.750082838
963,499947,470203,281568,466786,482113,475207,526592,492743,464162,136985,442139,474438,100,"tower",-3,-7,4,12,19,23,23,23,21,14,8,5,-4,-8,2,9,15,20,21,19,17,10,6,4,9,10,9,11,10,8,6,6,7,10,11,12,39.754803,-89.602389,"IL","Sangamon",3.57956245,2.734678639,8.06992789,14.77261825,21.1472771,25.31765999,25.59389116,27.53064691,24.61518298,16.53915903,13.25066933,8.849845352
990,59230.05,64438.8,69329.25,70529.7,80092.05,86760.45,51015.75,41909.4,19913.55,0,0,37520.7,15,"tower",-3,-6,4,13,19,23,24,23,21,14,9,6,-5,-7,2,9,15,19,20,18,17,10,6,5,9,10,9,10,9,8,7,6,7,9,9,10,39.711319,-86.196867,"IN","Marion",2.891315315,2.534073555,5.759177397,13.74784496,19.69390865,21.73632404,23.8403698,24.48707914,22.87059756,17.60963375,12.84545279,8.854262591
990,1269521,1062555,877672,1117762,1199988,1114106,1163155,874753,1225856,708580,1201298,1127834,100,"tower",-3,-6,4,13,19,23,24,23,21,14,9,6,-5,-7,2,9,15,19,20,18,17,10,6,5,9,10,9,10,9,8,7,6,7,9,9,10,39.711319,-86.196867,"IN","Marion",2.891315315,2.534073555,5.759177397,13.74784496,19.69390865,21.73632404,23.8403698,24.48707914,22.87059756,17.60963375,12.84545279,8.854262591
991,90958.7,130134.55,33448.8,47561.85,35077,46428.2,53236.75,21017.15,48632.15,29985.2,19365.85,9182.95,35,"tower",-3,-6,4,13,19,23,24,22,21,14,9,6,-4,-7,2,9,15,19,20,19,17,10,6,5,9,9,8,9,8,7,6,5,6,8,8,9,39.48517,-86.4183,"IN","Morgan",2.841873978,2.65654575,5.968946918,13.34920177,19.97692471,22.26016178,22.25298056,23.40825478,22.94481182,16.1586051,11.67669799,8.809368831
992,0,0,0,0,0,0,0,0,0,0,0,0,100,"tower",-3,-6,4,13,19,23,24,23,21,14,9,6,-5,-7,2,9,15,19,20,18,17,10,6,5,9,10,9,10,9,8,6,6,6,9,9,9,39.7631,-86.1667,"IN","Marion",2.838946438,2.46884318,5.68601843,13.7098602,20.2035256,23.0428654,23.33403292,24.71198941,22.69191006,15.73007902,10.49007451,8.239092687
994,3359338,3420837,3151742,1916997,1778846,1945903,3031134,3034291,2186248,2365138,1673025,1683253,100,"tower",-1,-5,6,14,20,23,25,23,21,15,10,7,-2,-6,3,10,16,20,22,19,17,11,7,6,8,9,8,9,8,7,6,5,5,8,8,9,38.5281,-87.2525,"IN","Pike",3.635982496,2.738198702,6.292460242,14.77020069,19.98665895,24.84328558,25.49644663,26.08904891,25.24768166,17.70309244,11.97768782,8.845866531
997,1172866,1448002,420745,1235949,1309200,961831,1159908,1484149,181239,20,10852,335244,100,"tower",-6,-9,1,10,17,20,21,21,20,12,7,5,-6,-10,-1,6,13,17,18,18,16,9,5,4,9,9,9,10,9,7,6,6,6,9,10,11,41.7208,-86.9086,"IN","LaPorte",3.147099937,2.418291685,4.609560886,11.84477405,16.91338125,19.8127841,22.23875969,22.44794499,20.86939103,14.82440939,9.234701407,6.624135567
1007,228670,489705,0,0,0,132702,177034,135881,212789,338585,487847,389884,100,"tower",-3,-7,4,12,20,22,23,22,21,13,9,6,-5,-8,1,9,15,19,20,18,16,10,6,5,9,10,8,9,8,8,6,6,6,9,9,9,40.0969,-85.9714,"IN","Hamilton",2.519744633,1.985441342,5.335648581,13.18511117,19.67716037,22.13028873,21.88704608,23.46747188,22.49761086,15.50718119,10.39154531,7.712678991
1016,23984,85936,0,101,0,31331,193,268,0,63,0,0,100,"tower",5,3,12,17,22,27,28,26,24,17,14,14,3,0,8,14,18,22,23,22,21,14,11,12,7,9,8,8,7,7,7,5,7,7,6,6,35.0986,-78.8294,"NC","Cumberland",8.007822029,6.202575287,11.33656597,17.56083984,21.93094085,27.02736857,28.17682803,27.52609154,25.22579659,18.70137677,15.50385646,13.58022878
1040,36773,85313,0,0,13271,44699,55547,67922,40063,0,0,65338,100,"tower",-3,-7,4,12,20,22,23,21,20,13,9,7,-4,-8,2,9,16,19,20,18,17,10,6,5,9,9,8,9,8,7,5,5,6,8,8,9,39.8028,-84.8953,"IN","WAYNE",2.689597823,2.108149345,5.665783252,13.1252575,19.63895289,22.33278342,22.69545767,24.20994787,23.07559079,16.464587,11.56564178,8.430609929
1043,34862.55,40040.55,11686.65,0,0,0,0,0,0,0,0,0,15,"tower",-1,-5,6,14,20,24,25,23,21,15,10,7,-2,-6,3,10,16,20,22,19,17,11,7,6,8,9,8,9,8,7,6,5,5,8,8,9,38.5201,-87.2662,"IN","Pike",3.694066034,2.759143601,6.301582051,14.51741358,19.9385042,24.71568102,25.25323369,26.0762864,25.26608881,17.59672456,11.94878821,8.849552848
1077,134098,123681,75904,48960,131887,127250,123422,108873,36525,6768,0,0,100,"tower",-5,-10,4,11,16,22,23,21,21,12,6,1,-6,-10,1,7,13,18,20,18,17,9,4,0,11,12,11,12,12,8,7,7,8,10,12,12,42.047333,-92.859444,"IA","Marshall",0.522051879,0.363653266,4.871287607,11.92558139,17.09264305,21.52990226,24.44646474,23.47972503,21.57298687,14.13122251,8.312971564,4.109187037
1082,2543611,2407901,2419955,2284827,1827530,2325443,2443667,2571108,2278518,2306979,2116764,2319421,100,"tower",-2,-6,7,12,17,23,25,23,22,14,7,1,-4,-7,2,9,14,19,21,19,18,10,5,0,10,11,10,11,11,8,8,9,11,9,12,11,41.18,-95.8408,"IA","Pottawattamie",1.309126629,1.058554464,6.468684514,12.18443479,16.49704902,22.5189199,25.56351365,24.91161957,22.30840505,15.12670444,8.495867634,3.127332372
1122,188667,160259,174634,138866,174798,127688,182177,167077,190444,152970,164211,13068,100,"tower",-5,-10,4,11,16,21,22,21,20,12,6,1,-6,-11,1,7,13,18,20,18,17,9,4,0,11,11,10,11,11,7,6,7,8,9,11,11,42.0258,-93.6089,"IA","Story",0.525342908,0.290468299,4.640125596,11.85025759,16.6105662,21.07141556,24.69103511,23.63443458,21.35055747,14.1825146,8.232952353,4.137379636
1131,450,2634,1167.8,477.2,1608.8,404.4,623.6,0,763.4,312.4,25.8,530.4,20,"tower",-6,-11,2,10,16,21,22,20,20,11,5,0,-7,-12,0,6,13,18,19,18,17,8,3,0,10,11,10,11,11,8,7,8,8,9,11,11,42.5267,-92.4394,"IA","Black Hawk",0.373580084,0.32640334,4.140104895,11.42558951,17.12242335,21.51383008,23.96922214,22.86115717,21.34621151,13.38138008,7.993449723,3.497362909
1206,0,0,0,0,0,484,4894,23067,13024,0,163,0,100,"tower",-3,-8,6,13,17,23,24,22,21,13,7,2,-5,-9,2,8,14,19,21,19,18,9,5,1,11,10,10,10,10,8,7,7,8,9,12,11,41.1136,-94.3472,"IA","UNION",1.100754464,0.903088235,6.025596483,12.81941609,17.32066112,21.860898,24.92290304,23.95919809,21.77427008,15.01722957,8.781327337,4.31116341
1217,0,0,1361,0,0,4621,8478,0,2774,182,0,659,100,"tower",-7,-10,3,9,15,21,22,20,19,11,4,-2,-7,-11,0,6,12,17,19,17,16,8,2,-2,12,13,12,12,13,9,8,9,9,10,13,12,43.1606,-95.2569,"IA","Clay",0.642718007,0.65682761,4.516819778,10.8383483,15.69845153,20.69206907,24.82794204,23.52684095,21.05217758,13.55873116,7.140866659,3.128143975
1230,0,0,0,0,0,0,4277,0,0,0,0,0,100,"tower",2,2,10,14,17,25,27,25,24,16,8,3,-1,-1,5,9,13,19,20,19,17,11,4,0,11,12,11,14,12,11,10,10,12,11,12,12,37.1611,-100.7619,"KS","Seward",3.874099773,5.499734948,11.03028671,15.22556676,18.05400841,23.10551972,25.23015928,22.98171317,21.20916713,15.62012261,8.997812777,5.024663786
1233,0,36651,132739,140552,92432,0,37981,0,0,0,0,89247,100,"tower",1,1,9,13,16,25,26,25,24,15,7,3,-2,-2,4,9,13,19,21,19,17,10,4,0,12,13,11,14,13,12,11,11,13,11,14,13,37.7328,-99.9497,"KS","Ford",3.246662837,4.561570437,10.6668367,14.75859546,17.70997067,22.83158708,25.22094133,22.94039842,21.16788266,15.20697442,8.858759289,4.753048074
1240,44196,84693,181200,72966,111124,257870,344908,315891,278123,15828,30123,19091,100,"tower",1,0,9,15,18,26,28,25,25,16,10,4,-2,-3,5,11,15,21,22,20,19,11,6,2,10,11,9,12,11,11,10,9,11,9,12,11,37.7903,-97.521667,"KS","Sedgwick",2.992851627,3.885014932,10.79849615,16.77113684,18.44848669,24.55175231,26.46316924,25.00050155,23.11022911,15.34948788,10.17963698,4.905854094
1242,0,0,8595,0,4778,61019,142557,119839,71832,5746,0,11226,100,"tower",1,0,10,16,18,26,28,25,24,16,10,5,-1,-3,6,12,15,21,23,20,19,11,7,3,10,11,9,12,11,11,10,9,11,9,13,11,37.5967,-97.413611,"KS","Sedgwick",3.212039493,4.177191114,10.79700386,16.58161961,18.56410912,24.4995464,26.43114031,25.04618401,23.0915546,15.60725132,10.37251443,5.348067123
1248,0,0,13234,0,0,50664,48469,89662,73801,18432,5812,0,100,"tower",0,0,9,15,18,26,28,24,24,16,9,4,-2,-3,5,11,14,20,22,20,19,11,6,2,10,11,9,12,11,10,10,8,11,9,12,11,38.0906,-97.874722,"KS","Reno",2.845119309,3.769053114,10.73434841,15.91349962,18.01962482,24.07748057,26.34543885,24.73797489,22.99362123,15.52668995,9.126569968,4.629141964
1250,1738536,1246178,1272561,365249,417890,1514389,1728442,1664322,1565201,1054344,715737,845633,100,"tower",-1,-3,8,14,18,25,26,24,23,14,9,4,-3,-5,4,10,15,21,22,20,19,10,6,3,9,9,8,10,9,8,6,6,8,7,10,9,39.0072,-95.269167,"KS","Douglas",2.409818047,2.328501074,7.442959261,15.52737419,18.81095201,22.78591848,25.70264191,26.01788917,23.94264571,16.31962838,10.39309331,5.438259906
1252,685531,566794,548125,539229,583896,606132,659743,661685,478615,413904,383240,1219,100,"tower",0,-3,8,14,18,25,26,24,23,15,9,4,-3,-5,4,10,15,21,22,20,19,11,6,3,8,9,8,9,9,8,7,6,8,7,10,9,39.0539,-95.568889,"KS","Shawnee",2.455335937,2.374331331,7.727686887,15.29566945,18.5647766,22.34999096,25.11477498,26.12181999,24.01982506,16.27047904,10.24862915,5.309955597
1271,6551,8562,6240,20199,1264,17585,29639,21394,14994,10491,8243,3278,100,"tower",2,0,10,16,19,26,27,24,23,16,10,6,-1,-2,7,12,16,22,24,21,20,12,8,4,8,9,7,9,8,8,7,5,6,6,9,9,37.037344,-95.612689,"KS","Montgomery",4.563632979,4.729189523,10.27055589,16.13757795,18.81216571,23.75687361,26.33948929,25.33045776,23.11430308,17.32082357,11.82904017,7.311816945
1317,1867,0,0,0,0,0,0,2084,720,0,3621,0,100,"tower",1,0,9,15,18,26,27,25,24,16,9,4,-2,-3,5,10,14,20,22,20,19,11,6,2,10,11,9,12,11,10,9,8,10,9,11,11,37.6359,-98.7433,"KS","Pratt",3.365924387,4.499664991,11.05768692,15.56753457,18.14886409,23.45360031,25.97838423,23.82107789,21.87266521,15.49312355,9.410809858,4.975611629
1330,0,0,0,0,0,0,696,54,6549,0,0,0,100,"tower",1,1,10,16,18,26,28,25,24,17,10,5,-1,-2,6,12,15,21,23,21,19,12,7,3,9,11,9,11,10,10,9,8,10,8,11,10,37.261372,-97.4057,"KS","Sumner",3.60212844,4.673746696,11.02237758,16.35450309,18.7449762,24.52031725,26.60295275,25.07020299,23.00264098,16.12327388,10.66352942,5.854526651
1336,0,0,0,32244,124607,298,30714,0,66188,160235,137766,16359,100,"tower",1,1,8,13,16,25,26,24,23,15,7,2,-2,-2,3,8,12,19,20,19,16,10,3,-1,11,12,11,14,13,11,11,10,12,12,13,12,37.9703,-100.8956,"KS","Finney",3.343975124,4.794133712,10.45453312,14.35268701,17.20383091,23.09610913,24.67784414,21.88587739,20.15077677,15.01220622,8.28213467,4.44904194
1353,2328169,2552668,2444662,2760158,1351518,458726,687121,609344,750884,793934,211160,0,100,"tower",0,-4,7,13,20,23,23,22,21,13,10,9,-2,-6,4,10,16,19,21,19,17,11,7,7,6,6,6,6,4,5,3,3,3,4,5,5,38.1707,-82.6176,"KY","Lawrence",2.761035085,1.975987843,6.733273089,12.07599892,18.74534899,23.10983152,22.10031289,24.61044212,23.60130667,17.19417984,12.16203454,9.37535309
1355,1426853,1323384,1279650,716251,1189269,1370174,1394345,1470898,1125252,466832,895534,900809,100,"tower",0,-4,7,14,20,23,25,23,22,14,10,9,-2,-5,4,10,16,20,21,19,17,11,7,7,8,9,8,8,7,7,5,5,5,7,7,8,37.78831,-84.71257,"KY","Mercer",4.202403276,3.053189382,7.452031299,13.17438399,19.198431,22.27549758,21.16353363,24.22502659,23.21860653,18.35036667,15.01859109,12.56079953
1356,6945811,6277133,5093119,4974617,5871599,6334708,6929987,6093823,5796943,3937449,3932907,5335946,100,"tower",-1,-5,6,13,19,23,24,22,21,14,9,8,-3,-6,3,10,16,19,21,19,17,11,7,6,8,9,8,8,6,7,5,4,5,7,6,8,38.7497,-85.035,"KY","Carroll",2.992010904,2.413750033,6.573345679,13.75753697,20.05443604,24.08101333,23.65176279,25.27474371,24.00948231,18.6816309,14.09566103,10.27894207
1363,0,0,0,0,0,476763,1310674,1149839,1162840,1436596,1001540,1344760,100,"tower",1,-3,8,15,21,25,26,24,23,16,11,10,-1,-5,4,11,17,20,22,20,18,12,8,7,8,9,7,8,7,7,6,5,5,7,6,8,38.1831,-85.8892,"KY","Jefferson",4.241948376,3.138272744,5.747678603,15.24780092,19.46471353,23.63133961,23.77434538,26.63330529,24.93918165,19.64433962,15.00826638,11.71463445
1364,3622834,3494536,2965055,3030344,3112449,3227882,3345627,3312633,2700510,2688195,2957579,2781585,100,"tower",1,-3,8,15,21,25,26,24,23,16,11,10,-1,-5,4,11,17,20,22,20,18,12,8,7,8,9,7,8,7,7,6,5,5,6,6,8,38.0525,-85.9103,"KY","Jefferson",4.35130351,3.258705283,5.971621323,16.41857628,19.63367384,24.34573157,24.421471,28.14431325,25.08832953,21.03913607,14.97924418,11.68458596
1378,502350.2,682931.2,396560.9,413021,683661.2,663147.7,758931.4,759008.4,591761.5,587528.3,280193.8,438089.3,10,"tower",1,-2,8,16,20,25,27,24,22,16,12,10,-1,-4,6,12,17,21,23,20,18,12,9,8,7,9,7,8,7,6,6,4,4,6,7,8,37.2608,-86.9783,"KY","Muhlenberg",5.059519496,4.199002178,7.864555623,13.96183192,18.82495897,24.20861288,22.60202944,25.85081102,25.34353567,19.73365359,15.26610432,11.68865015
1382,1010792,966527,741323,551859,947753,1006021,890658,560851,494365,446732,488681,613854,100,"tower",1,-2,8,15,20,25,26,24,22,16,11,9,-1,-4,5,12,17,21,23,20,18,12,9,8,7,9,7,8,7,7,6,5,5,7,7,8,37.6469,-87.5028,"KY","Henderson",3.999661584,3.385962575,6.568100682,13.80705759,19.07812278,24.7689957,24.34962629,27.1408265,25.69385109,19.96915487,14.91017225,10.5662775
1384,0,0,25151.6,0,46581.6,73325.6,108612,9306.4,0,0,49465,59033,20,"tower",1,-2,8,15,21,24,25,23,22,15,11,10,-1,-4,5,11,16,20,22,19,18,12,8,8,6,7,6,6,4,5,4,3,3,5,5,6,36.9981,-84.5919,"KY","Pulaski",5.038682709,3.848129587,7.723635838,13.02078173,17.66437848,14.68990704,18.9189524,20.10737404,20.68810009,20.45938369,17.05590561,12.21247258
1393,4218872,2520901,2071718,1389512,1190333,2013761,2280140,2735362,2769134,2470167,2332753,2354573,100,"tower",9,10,17,22,25,28,29,29,26,22,18,16,7,8,15,19,22,24,25,24,22,18,16,13,8,9,7,7,8,6,5,5,5,8,8,8,30.2844,-93.2911,"LA","Calcasieu",10.57697657,12.96282059,17.56171589,22.02842891,25.02575788,28.20076071,30.68888536,30.72001128,28.95501607,25.26983177,20.20392188,17.06754888
1400,8820.6,5636.5,9562.7,9930.4,8524.1,5769.2,232,0,14.8,41.3,0,19713.7,10,"tower",10,11,19,23,25,28,30,29,26,22,19,16,8,8,16,20,22,24,25,24,23,18,16,15,8,9,7,7,7,5,5,5,5,7,7,8,29.822222,-91.5425,"LA","St Mary",8.9032745,13.25942363,16.62208305,23.83053867,28.23736533,30.51290229,29.86422942,29.3977948,27.98085955,23.62280756,19.57172868,16.68313302
1416,0,0,16299.75,0,6717.75,15831,34100.25,21627,0,55470.75,0,0,75,"tower",7,7,13,20,23,28,30,29,27,21,15,13,4,4,11,16,20,23,24,22,21,16,13,11,6,7,6,8,7,7,8,5,4,6,6,7,32.5181,-93.7611,"LA","Caddo",9.009401334,10.16023213,14.76339056,21.09271799,24.46549812,27.32400012,29.47231227,28.90518774,26.88374287,22.32311195,17.76272459,13.59009115
1439,19,0,19031,32164,16951,60046,71118,86095,42262,6073,3074,0,100,"tower",11,11,19,23,25,28,30,28,26,22,18,17,8,8,16,20,22,24,25,24,22,18,16,15,9,10,8,9,8,7,7,7,7,9,9,10,29.5806,-90.7225,"LA","Terrebonne",11.59718765,12.9624175,17.67474283,22.91280896,26.56216404,29.73727056,31.09929325,30.7684006,28.56425165,24.41776623,20.24367502,17.81776744
1447,0,0,0,0,0,0,0,1788,0,0,0,0,100,"tower",7,6,14,19,23,27,30,29,27,21,15,13,4,4,11,16,20,23,24,22,21,16,12,11,6,7,6,8,7,6,7,5,5,6,6,7,32.604639,-93.294355,"LA","WEBSTER",8.740618047,9.908220335,14.39755888,21.05203512,24.87876223,27.63761942,29.38526329,28.92448989,26.9019177,22.44505142,17.57784711,13.67461908
1449,0,0,4080,17466,10476,0,0,0,0,0,0,0,100,"tower",10,10,19,23,25,28,30,28,26,22,18,16,8,7,16,20,22,24,25,24,22,18,16,15,8,9,8,7,7,6,6,6,5,8,8,9,29.691436,-91.188492,"LA","St Mary",10.25402961,11.68455818,16.3506476,21.87717731,25.78670655,28.98049442,30.64843475,30.15141335,28.3261208,23.83705885,19.8242987,16.87126003
1455,0,0,3263,0,0,0,0,0,0,0,0,0,100,"tower",10,10,18,22,25,28,30,28,26,22,18,16,7,7,15,19,21,24,25,24,22,18,16,15,7,8,7,7,6,5,5,5,4,6,7,7,30.273333,-91.2567,"LA","Iberville",8.449978552,10.04223175,15.04390633,19.51121901,23.56795395,27.95199776,29.77616188,29.57387157,27.62877956,23.19347728,18.77622239,14.76491911
1464,0,0,0,0,0,0,0,6753,0,0,0,37892,100,"tower",8,8,16,21,24,27,29,28,26,21,17,15,5,5,14,18,21,23,25,23,21,17,15,13,7,8,7,7,6,5,5,5,4,6,7,7,30.6739,-91.3556,"LA","Pointe Coupee",8.415600799,9.935020222,15.22115829,19.79323533,23.94941526,28.47547229,30.0363872,30.35176012,27.89152259,23.81058436,19.74764825,15.00449362
1564,8697,77711,1591,0,15,179,1101,18686,0,0,19,29,100,"tower",1,-2,5,13,20,24,25,24,22,14,11,11,-1,-4,3,9,16,20,22,20,19,12,9,9,8,9,8,9,8,8,6,6,7,8,6,7,38.4878,-75.8208,"MD","Dorchester",4.638794041,2.037155198,6.569743931,14.36284323,20.44141306,24.44181046,25.7047348,24.89960877,24.2318766,17.27130091,13.43121054,11.19415986
1571,237155,610499,2030,230458,1017397,726232,1012297,281865,743499,259237,398016,72759,100,"tower",1,-2,6,14,21,24,26,25,23,14,11,10,-1,-5,2,10,17,21,22,20,19,11,9,9,9,10,8,9,8,8,6,6,7,8,7,7,38.5444,-76.6861,"MD","Prince Georges",3.494486773,1.71047701,5.572508992,11.67844189,21.92151009,26.39084062,28.66361183,27.50105231,25.32462831,17.61133312,13.87005267,10.87731604
1595,0,423006,566720,511090,522190,472225,485230,508934,474921,373597,529140,535223,100,"tower",-4,-8,0,9,17,18,23,23,20,11,8,7,-6,-9,-2,5,12,15,19,19,17,8,6,5,11,10,10,11,10,8,8,8,8,10,9,8,42.3633,-71.0792,"MA","Middlesex",2.694926499,0.493742056,1.973288694,8.337555262,15.8496646,17.66350301,20.63379783,21.23344508,20.24471469,12.7344915,8.829079601,6.609502515
1619,3075869,3506563,2097535,195873,160417,51255,1018528,565791,470655,870338,1230849,970681,100,"tower",-3,-7,0,9,16,18,22,23,20,12,9,8,-4,-8,-2,6,12,15,19,20,17,9,6,6,10,9,8,9,9,8,6,7,7,8,7,7,41.7103,-71.1931,"MA","Bristol",2.839889683,0.550809238,1.807221194,7.518689612,16.42967576,20.71574543,22.36633956,23.79099156,23.17895997,16.88828043,11.91086088,10.70548624
1682,7512,2672,30424,17461,133203,132813,122430,122990,82842,61354,64918,59929,100,"tower",-3,-8,0,9,16,18,22,23,19,11,8,8,-5,-8,-2,6,13,15,19,19,16,9,6,6,8,7,7,7,7,6,5,5,5,6,6,6,41.8653,-71.1061,"MA","Bristol",3.192702263,0.524869325,1.698814406,7.321578522,16.00836032,23.05503111,23.97243391,26.01952187,25.34396809,18.31116815,11.98789914,9.933216307
1702,0,9399,2974,42972,0,0,0,80669,37,0,0,0,100,"tower",-7,-12,-1,8,16,19,21,21,19,11,7,4,-8,-12,-3,5,12,16,17,17,16,8,4,2,10,10,10,10,9,8,7,7,7,10,10,10,43.644996,-83.840074,"MI","Bay",0.358061014,0.426216496,1.691306291,9.406570539,17.66741283,21.84655399,23.97219744,23.39747986,21.23112045,13.26802971,8.071574006,4.40967999
1831,36492.3,49346.1,44215.05,24161.85,31381.35,52596.3,62912.25,66037.95,59386.8,37118.4,31404.6,17091.9,15,"tower",-6,-11,0,9,16,19,21,21,19,11,7,4,-7,-12,-2,5,13,16,18,17,16,8,4,3,10,9,9,10,9,7,6,7,6,10,10,10,42.71839,-84.55808,"MI","Ingham",0.310793506,0.247080748,2.408740216,10.51635405,18.25267411,19.96644548,21.65833353,22.4582442,20.26839897,12.26927783,7.879931499,4.858694116
1832,602655,245599,550173,349960,456768,508656,460744,555727,382939,286346,431208,499908,100,"tower",-6,-11,0,9,16,19,21,21,19,11,7,4,-7,-12,-2,5,13,16,18,17,16,8,5,3,10,9,9,10,9,7,6,7,6,10,10,10,42.692222,-84.657222,"MI","Eaton",0.376408663,0.356162383,2.460485112,10.1151235,17.61156022,19.65835856,21.67811185,22.50769748,20.2833516,12.6806156,7.973976788,4.959912381
1893,3476902,3240039,2931651,2334398,3388823,3080032,3287555,1738247,1297731,1474484,3106269,3420221,100,"tower",-11,-15,-1,7,12,18,21,19,17,8,2,-4,-11,-15,-3,2,9,14,17,16,14,6,1,-4,9,9,9,9,8,6,7,8,7,8,8,7,47.2611,-93.6528,"MN","Itasca",1.506492189,0.599325893,2.864017848,7.81425702,14.28712593,20.61468837,23.34999773,21.3530403,19.64062115,11.40239565,4.44076866,2.423954313
1915,12183.18,14053.43,10233.52,0,10411.23,14055.25,15061.05,4376.28,14974.4,13514.46,13232.75,14373.73,1,"tower",-7,-11,2,10,15,21,23,21,20,11,5,-1,-8,-12,-1,5,11,17,19,18,16,8,3,-2,9,10,10,10,9,7,8,9,8,8,10,9,45.03,-92.7786,"MN","Washington",0.373829981,0.210056792,3.72686412,10.29378035,16.4732259,22.46553397,25.36314283,24.01501182,21.8521202,13.17294778,5.873166829,1.494704326
1934,19963,104465,127931,135548,130437,114317,144714,135408,115588,122518,114291,134569,100,"tower",-7,-11,2,10,15,21,22,21,20,11,5,-2,-8,-12,-1,5,11,17,19,17,16,8,3,-2,10,11,11,12,11,8,8,9,9,10,11,10,44.1967,-94.0009,"MN","Blue Earth",0.217054997,0.162814233,3.18113628,10.47439299,16.84403893,21.28581722,24.1190059,22.90998716,20.89463161,13.32883159,6.452936951,2.403918531
1943,280566,216090,349284.6,131872.5,2445.3,0,198729.9,112097.7,19554.3,0,112249.8,118197.9,90,"tower",-9,-14,1,8,13,19,22,20,18,10,3,-5,-10,-14,-2,4,9,16,18,17,14,7,1,-5,11,11,11,12,11,8,9,9,10,11,11,10,46.290641,-96.043252,"MN","Otter Tail",0.579155999,0.368806788,1.615234389,8.530806447,14.81078758,20.9962553,25.18498339,24.2008812,22.64801589,12.16030601,5.044650196,0.705721246
1979,65889,68092,74580,57639,46356,50326,53734,52533,55510,45766,44388,42906,100,"tower",-11,-15,-1,7,12,17,21,19,17,8,3,-4,-11,-15,-3,2,8,14,17,16,14,6,1,-4,8,9,8,9,8,5,6,7,6,7,7,7,47.4294,-92.935,"MN","St Louis",1.24012205,0.601708783,2.51931857,7.050732349,13.21087301,19.19444751,22.32084903,20.22867627,18.47823611,10.25699976,4.621704502,1.440121718
1980,10239,0,0,0,0,6466,11564,10349,2185,0,0,89,100,"tower",-8,-12,1,9,14,20,22,21,19,11,5,-2,-8,-13,-1,5,11,16,19,17,16,8,3,-2,9,10,9,10,9,7,8,8,8,8,10,9,44.895741,-94.368433,"MN","McLeod",0.278096447,0.150706029,2.415198206,10.16153913,16.3410681,21.00571142,24.08292598,22.64444677,20.6697097,12.7297682,5.712621203,1.715376113
